RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Complain,Satisfaction Score,Card Type,Point Earned
7158,15750649,Uwakwe,558,France,Male,32,10,105000.23,1,1,0,190019.61,0,0,1,SILVER,644
7159,15685706,Bird,434,Germany,Male,55,8,109339.17,2,1,0,96405.88,1,1,3,GOLD,629
7160,15641835,Anderson,525,France,Female,59,6,55328.4,1,1,0,83342.73,1,1,4,SILVER,829
7161,15586821,Bellew,640,Germany,Male,23,3,72012.76,1,1,0,161333.13,0,0,2,DIAMOND,599
7162,15569678,Cocci,690,France,Female,36,6,110480.48,1,0,0,81292.33,0,0,4,GOLD,276
7163,15793842,Krichauff,607,Spain,Male,34,9,132439.99,1,1,0,177747.72,0,0,3,PLATINUM,768
7164,15667554,Cameron,850,France,Female,46,3,0,2,1,1,187980.21,0,0,1,PLATINUM,318
7165,15794479,Becker,780,Germany,Male,34,5,94108.54,2,1,0,177235.21,0,0,5,PLATINUM,581
7166,15585041,Ainsworth,616,Germany,Female,28,10,105173.99,1,0,1,29835.37,1,1,1,SILVER,947
7167,15780650,Biryukov,618,Spain,Female,40,8,0,2,1,0,80204.38,0,0,3,DIAMOND,897
7168,15780846,Redding,676,France,Male,29,7,131959.86,1,0,0,189268.81,0,0,2,SILVER,304
7169,15805260,Wood,507,France,Male,33,7,0,2,1,1,85411.01,0,0,2,PLATINUM,675
7170,15621629,Scott,490,France,Male,34,5,122952.9,2,0,0,154360.97,0,0,4,GOLD,957
7171,15662151,Gould,678,France,Male,36,0,107379.68,1,1,1,84460.18,0,0,2,PLATINUM,282
7172,15747174,Hao,637,Germany,Male,30,6,122641.56,2,1,0,65618.01,0,0,4,SILVER,816
7173,15651585,Power,602,France,Female,33,8,0,2,1,1,112928.74,0,0,4,SILVER,813
7174,15649738,White,744,Spain,Female,30,1,124037.28,1,1,1,142210.94,0,0,5,DIAMOND,334
7175,15633108,Thorpe,640,France,Female,50,9,117565.03,2,0,0,82559.77,0,0,4,GOLD,463
7176,15769254,Tuan,684,France,Female,38,5,133189.4,1,0,0,127388.06,0,0,4,PLATINUM,762
7177,15704746,Inman,495,Germany,Male,39,8,120252.02,2,1,1,10160.23,0,0,1,GOLD,781
7178,15637644,Hanson,559,Germany,Female,28,3,152264.81,1,0,0,64242.31,0,0,1,DIAMOND,908
7179,15609562,MacDonald,684,France,Male,38,5,105069.98,2,1,1,198355.28,0,0,2,PLATINUM,862
7180,15787459,Parkes,613,France,Male,42,7,115076.06,1,1,1,79323.61,0,0,1,SILVER,589
7181,15762902,Stanley,794,France,Male,30,8,0,2,1,1,24113.91,0,0,3,DIAMOND,368
7182,15738605,Fischer,736,France,Female,42,7,117280.23,3,0,0,41921.06,1,1,5,GOLD,788
7183,15724889,Chinweuba,692,Germany,Male,49,6,110540.43,2,0,1,107472.99,0,0,1,PLATINUM,891
7184,15730735,Henning,703,Spain,Male,36,7,135095.47,1,1,0,143859.66,0,0,2,SILVER,764
7185,15689147,Ogochukwu,720,Germany,Male,23,0,187861.18,2,1,1,104120.17,0,0,4,GOLD,664
7186,15730397,Narelle,777,Germany,Male,44,3,124655.59,2,0,1,79792.3,0,0,4,GOLD,372
7187,15762169,Bergman,653,France,Male,44,8,0,2,1,1,154639.72,0,0,3,PLATINUM,382
7188,15589320,Sagese,552,France,Female,38,9,134105.01,1,0,0,57850.1,0,0,2,SILVER,751
7189,15799211,Anenechi,708,France,Female,34,4,0,1,1,1,62868.33,0,0,3,GOLD,578
7190,15798310,Palerma,647,France,Female,40,9,0,2,0,1,92357.21,0,0,1,GOLD,852
7191,15609998,Okwudilichukwu,597,Germany,Male,52,8,83693.34,2,1,1,161083.53,0,0,3,GOLD,603
7192,15583548,Harrison,501,France,Male,42,9,114631.23,1,0,1,91429.74,0,0,4,SILVER,450
7193,15761763,Jamieson,709,France,Male,44,9,128601.98,1,1,0,117031.2,0,0,4,GOLD,223
7194,15764409,Goodman,621,Germany,Female,34,2,91258.52,2,1,0,44857.4,0,0,2,DIAMOND,607
7195,15710161,Ko,799,France,Male,70,8,70416.75,1,1,1,36483.52,0,0,4,PLATINUM,958
7196,15735246,Norman,675,France,Female,33,6,0,2,1,0,34045.61,0,0,1,DIAMOND,872
7197,15791700,Ugochukwutubelum,561,France,Female,35,5,0,2,1,0,59981.62,0,0,2,PLATINUM,598
7198,15670753,Uvarova,707,France,Female,42,10,0,2,1,1,152944.39,0,0,4,SILVER,845
7199,15573876,Chia,670,France,Male,33,6,88294.6,1,1,0,66979.06,0,0,4,PLATINUM,222
7200,15770174,Piazza,649,Spain,Female,32,7,0,1,1,0,28797.32,0,0,4,PLATINUM,537
7201,15641114,Power,524,France,Male,28,1,93577.3,1,1,1,51670.82,0,0,5,PLATINUM,744
7202,15682435,P'eng,689,Germany,Female,30,5,136650.89,1,1,1,41865.72,1,1,1,PLATINUM,432
7203,15751788,Johnson,573,Spain,Female,72,8,98765.84,1,1,1,96015.53,0,0,1,PLATINUM,255
7204,15672598,Walker,657,France,Male,33,1,84309.57,2,0,0,103914.4,0,0,2,SILVER,772
7205,15762803,Innes,686,Spain,Male,39,10,136258.06,1,0,0,89199.51,0,0,2,PLATINUM,232
7206,15812982,Francis,683,France,Female,29,9,0,2,1,1,48849.89,0,0,3,GOLD,468
7207,15597901,Chidozie,753,Germany,Female,47,1,131160.85,1,1,0,197444.69,0,0,3,DIAMOND,482
7208,15731507,Mackenzie,520,Spain,Female,30,4,145222.99,2,0,0,145160.96,0,0,3,GOLD,779
7209,15809826,Craigie,547,Germany,Male,25,4,98141.57,2,1,1,52309.8,0,0,2,SILVER,837
7210,15764237,Manfrin,653,France,Male,47,6,0,1,1,0,50695.93,1,1,2,SILVER,622
7211,15769917,Onyekachi,648,Spain,Female,28,9,102282.61,1,1,1,157891.11,0,0,1,DIAMOND,472
7212,15641850,Pethard,639,France,Female,37,4,116121.84,2,0,1,181850.74,0,0,1,PLATINUM,503
7213,15770974,Nwabugwu,711,France,Female,25,5,190066.54,1,0,0,51345.39,1,1,5,GOLD,303
7214,15803749,DeRose,484,Germany,Female,55,8,149349.58,3,0,0,137519.92,1,1,5,PLATINUM,760
7215,15684999,Ch'eng,721,France,Male,36,1,155176.83,2,1,1,49653.37,0,0,5,SILVER,667
7216,15770225,Padovesi,548,Germany,Male,32,2,98986.28,1,1,1,55867.38,0,0,4,DIAMOND,315
7217,15627484,Obielumani,679,France,Male,41,8,147726.98,3,1,0,172749.4,1,1,1,DIAMOND,575
7218,15610337,Stephens,553,France,Male,41,1,0,2,1,0,90607.31,0,0,2,PLATINUM,534
7219,15752488,Emery,757,France,Male,36,7,144852.06,1,0,0,130861.95,0,0,2,SILVER,575
7220,15610056,Dufresne,581,France,Male,54,4,89299.81,1,0,0,5558.47,1,1,4,PLATINUM,269
7221,15806049,Lee,718,Spain,Male,40,9,0,2,0,0,121537.91,0,0,4,GOLD,299
7222,15736069,Hsing,625,France,Male,41,6,97663.16,2,1,0,57128.78,0,0,4,DIAMOND,688
7223,15763662,Longo,744,Spain,Male,39,4,95161.75,1,1,0,19409.77,0,0,3,GOLD,920
7224,15615575,Vial,799,Germany,Male,31,9,154586.92,1,0,1,88604.89,1,1,4,SILVER,665
7225,15691723,Chukwudi,751,Spain,Female,34,8,127095.14,2,0,0,479.54,0,0,2,DIAMOND,995
7226,15774098,Grant,781,Germany,Male,35,7,92526.15,2,1,1,173837.54,0,0,5,SILVER,534
7227,15750808,Ma,777,Germany,Female,46,0,107362.8,1,1,0,487.3,0,0,1,SILVER,258
7228,15744368,Sun,704,Spain,Female,24,2,0,1,1,0,35600.25,1,1,3,PLATINUM,443
7229,15610594,Moss,539,France,Female,47,2,127286.04,2,1,1,166929.43,1,1,1,DIAMOND,551
7230,15756125,Booth,716,France,Female,29,6,0,2,1,1,98998.61,0,0,2,DIAMOND,545
7231,15623277,Ross,670,France,Male,37,2,0,2,1,1,54229.74,0,0,5,SILVER,407
7232,15795954,Ndukaku,555,France,Male,40,10,139930.18,1,1,1,105720.09,0,0,1,SILVER,872
7233,15671969,Pruneda,679,Germany,Female,30,4,77949.69,1,1,1,121151.46,0,0,4,SILVER,791
7234,15791268,Neumann,571,France,Male,38,1,121405.04,1,1,1,154844.22,0,0,4,GOLD,585
7235,15713655,Calabrese,512,Spain,Female,35,5,124580.69,1,1,1,18785.48,0,0,2,SILVER,428
7236,15633930,Yobachukwu,697,France,Male,35,5,133087.76,1,1,0,64771.61,0,0,1,GOLD,373
7237,15712849,Tung,424,Spain,Male,34,7,0,1,1,1,16250.61,0,0,4,PLATINUM,640
7238,15639077,Marchesi,684,France,Female,43,7,0,2,1,0,131093.99,0,0,5,PLATINUM,358
7239,15808784,Hess,697,Spain,Male,62,7,0,1,1,0,129188.18,1,1,4,DIAMOND,547
7240,15648577,Pickering,580,Germany,Male,45,8,103741.14,1,1,0,47428.73,1,1,4,GOLD,799
7241,15670345,Mazzi,600,France,Female,32,7,98877.95,1,1,0,132973.21,0,0,4,DIAMOND,668
7242,15633112,Madukaego,521,France,Male,37,5,105843.26,2,1,1,84908.2,0,0,3,SILVER,751
7243,15714397,Trentino,664,Spain,Male,44,7,77526.66,3,0,0,57338.56,1,1,5,DIAMOND,339
7244,15780038,Paterson,634,France,Male,77,5,0,2,1,1,161579.85,0,0,5,PLATINUM,398
7245,15756305,Marchesi,445,France,Female,33,7,0,2,1,0,122625.68,0,0,1,DIAMOND,894
7246,15578799,Anayolisa,702,Germany,Female,36,2,105264.88,2,1,1,52909.87,0,0,3,GOLD,898
7247,15800326,Poole,485,France,Male,37,5,0,2,0,1,170226.47,0,0,4,SILVER,735
7248,15785485,Zhou,582,Germany,Female,40,3,110150.43,1,1,1,191757.65,1,1,1,GOLD,686
7249,15783958,Bates,605,Spain,Female,57,2,0,3,1,0,66652.75,1,1,3,PLATINUM,502
7250,15727546,Olejuru,628,France,Male,25,7,0,2,1,1,195977.75,0,0,2,PLATINUM,495
7251,15739576,Bustard,604,Spain,Female,28,6,0,2,1,1,69056.26,0,0,4,SILVER,634
7252,15631333,Wade,724,Germany,Male,31,9,138166.3,1,1,0,12920.43,0,0,5,PLATINUM,376
7253,15604782,Tan,567,Germany,Male,40,7,122265.24,1,1,0,138552.74,0,0,1,SILVER,433
7254,15589643,Ngozichukwuka,779,Spain,Female,55,0,133295.98,1,1,0,22832.71,1,1,2,DIAMOND,384
7255,15585533,Calabrese,785,France,Male,36,2,0,1,0,1,61811.1,0,0,2,PLATINUM,607
7256,15681506,Lane,563,France,Female,32,0,148326.09,1,1,0,191604.27,1,1,3,GOLD,356
7257,15630551,Forbes,821,Germany,Female,31,2,68927.57,1,1,1,25445,0,0,4,GOLD,369
7258,15698349,Davy,747,France,Female,47,5,139914.6,4,0,1,129964.56,1,1,5,DIAMOND,230
7259,15776631,Ma,600,Germany,Female,58,8,118723.11,1,0,0,6209.51,1,1,3,SILVER,313
7260,15762216,Barrera,625,Spain,Male,32,7,106957.28,1,1,1,134794.02,0,0,2,SILVER,470
7261,15623927,Alexander,773,France,Female,41,7,190238.93,1,1,1,57549.65,0,0,2,DIAMOND,862
7262,15681402,Ngozichukwuka,726,France,Female,53,1,113537.73,1,0,1,28367.21,0,0,4,GOLD,276
7263,15586264,Murray,641,Spain,Female,40,4,101090.27,1,1,1,51703.09,0,0,5,GOLD,447
7264,15594685,Hall,649,France,Female,46,2,0,2,1,1,66602.7,0,0,3,SILVER,499
7265,15812945,Padovesi,434,Spain,Male,33,3,0,1,1,1,2739.71,0,0,5,PLATINUM,556
7266,15734628,Lysaght,738,France,Female,38,7,0,2,0,0,69227.42,0,0,2,PLATINUM,677
7267,15629323,Kelechi,762,Spain,Female,60,10,168920.75,1,1,0,31445.03,1,1,4,SILVER,909
7268,15666823,Nebechi,507,Germany,Male,31,9,111589.67,1,1,0,150037.19,0,0,2,PLATINUM,473
7269,15777553,Hanson,606,Germany,Female,27,6,172310.33,1,0,1,111448.92,0,0,4,DIAMOND,232
7270,15613097,Kao,655,Germany,Male,34,7,118028.35,1,1,0,51226.32,1,1,2,SILVER,573
7271,15622217,Tu,697,Germany,Male,51,1,147910.3,1,1,1,53581.14,0,0,4,DIAMOND,639
7272,15703588,Palerma,504,Germany,Male,42,7,131287.36,2,1,1,149697.78,0,0,4,GOLD,809
7273,15570835,Fallaci,653,France,Female,74,0,121276.32,1,1,1,160348.31,0,0,3,GOLD,582
7274,15679299,Shen,660,Spain,Male,38,6,109869.32,1,1,1,154641.91,0,0,3,PLATINUM,688
7275,15808044,Ts'ui,652,France,Female,34,6,97435.85,2,1,1,104331.76,0,0,5,SILVER,604
7276,15579208,Chikezie,669,France,Female,42,9,0,2,0,0,135630.32,0,0,2,PLATINUM,526
7277,15684951,He,594,France,Male,35,2,133853.27,1,1,1,65361.66,0,0,1,GOLD,722
7278,15667620,Dreyer,756,Germany,Male,32,0,109528.16,2,1,1,56176.31,0,0,3,GOLD,516
7279,15582960,Short,642,France,Female,33,4,84607.34,2,0,1,60059.47,0,0,5,GOLD,880
7280,15590730,Hunt,486,Germany,Male,37,1,101438,1,0,0,51364.56,0,0,3,PLATINUM,512
7281,15763747,Ricci,804,France,Male,55,7,0,2,1,1,118752.6,0,0,5,SILVER,914
7282,15778320,Teng,629,France,Male,59,9,113657.83,1,1,1,116848.79,1,1,2,SILVER,968
7283,15642787,Ijendu,581,Spain,Female,44,7,189318.16,2,1,0,45026.23,1,1,5,SILVER,846
7284,15624633,Kibby,667,France,Male,31,3,99513.91,1,1,1,189657.26,0,0,3,GOLD,962
7285,15766765,Obiuto,667,Spain,Male,35,4,97585.32,2,0,0,57213.46,0,0,4,GOLD,369
7286,15783615,Ramos,679,France,Male,29,3,0,2,1,1,63687.06,0,0,5,PLATINUM,717
7287,15640161,Calabrese,680,France,Female,43,4,0,2,1,1,58761.33,0,0,1,SILVER,528
7288,15619889,Vasin,644,Spain,Male,32,3,136659.74,1,1,1,14187.78,0,0,3,SILVER,543
7289,15579166,Munro,571,France,Female,30,4,85755.86,1,1,0,145115.95,0,0,5,DIAMOND,396
7290,15789097,Keeley,627,Spain,Female,35,7,0,1,1,0,187718.26,0,0,4,GOLD,256
7291,15674880,Archer,536,France,Male,39,4,0,2,1,0,27150.35,0,0,1,PLATINUM,422
7292,15778157,Murray,599,Spain,Male,33,4,51690.89,1,1,0,111622.76,1,1,4,DIAMOND,811
7293,15779064,Chidiegwu,744,Spain,Male,34,3,0,2,1,0,27244.35,0,0,2,PLATINUM,764
7294,15801265,Tang,709,France,Female,34,2,111669.68,1,1,0,57029.66,0,0,4,DIAMOND,585
7295,15589204,Farrar,653,Germany,Male,31,2,154741.45,2,0,0,25183.01,0,0,1,SILVER,733
7296,15664543,Shaw,648,Germany,Male,31,7,125681.51,1,0,1,129980.93,0,0,4,GOLD,744
7297,15582714,Napolitani,663,Germany,Female,37,8,155303.71,1,1,0,118716.63,0,0,1,SILVER,333
7298,15797595,Greenhalgh,613,Germany,Female,43,4,140681.68,1,0,1,20134.07,0,0,3,PLATINUM,290
7299,15614034,Martin,620,France,Male,28,9,71902.52,1,0,1,190208.23,0,0,5,SILVER,334
7300,15763171,Hu,661,France,Male,51,6,146606.6,1,1,1,68021.9,0,0,5,DIAMOND,259
7301,15647266,Y?an,669,Germany,Male,45,1,123949.75,1,0,0,110881.56,0,0,2,DIAMOND,298
7302,15757577,Odili,767,Germany,Female,33,1,144753.21,1,1,1,132480.75,0,0,1,GOLD,541
7303,15736656,H?,491,France,Female,72,6,91285.22,1,1,1,7032.95,0,0,3,GOLD,277
7304,15635078,Chiemela,653,France,Male,43,0,0,2,1,0,27862.58,0,0,2,SILVER,901
7305,15680141,Yuan,679,Germany,Male,58,8,125850.53,2,1,1,87008.17,0,0,2,DIAMOND,572
7306,15576945,Clements,687,France,Male,28,7,108116.66,1,1,1,27411.19,0,0,3,PLATINUM,387
7307,15602034,Kolesnikov,837,France,Female,38,2,0,2,1,1,46395.21,0,0,4,SILVER,459
7308,15732020,Rutherford,850,France,Male,28,8,67639.56,2,1,1,194245.29,0,0,5,GOLD,990
7309,15611029,Hsiung,663,Spain,Female,53,6,150200.23,1,0,1,151317.27,1,1,3,GOLD,654
7310,15621210,Angelo,547,Spain,Female,22,7,141287.15,1,1,0,118142.79,0,0,5,PLATINUM,282
7311,15569222,Mendes,627,France,Female,41,6,0,3,1,1,138700.75,1,1,4,DIAMOND,223
7312,15664639,McGregor,707,France,Male,37,1,0,2,0,1,6035.51,0,0,2,GOLD,788
7313,15724223,Bronner,629,France,Female,43,0,0,2,1,1,41263.69,0,0,2,SILVER,908
7314,15644621,Mironova,687,France,Female,36,4,97157.96,1,0,1,63185.05,0,0,2,PLATINUM,817
7315,15756056,Ku,588,France,Female,36,2,0,2,1,0,92536,1,1,3,DIAMOND,343
7316,15700353,Evans,502,Germany,Female,33,6,125241.17,2,1,1,158736.07,0,0,2,DIAMOND,742
7317,15624388,Henderson,793,Germany,Male,54,2,128966.13,1,0,0,18633.4,1,1,5,SILVER,835
7318,15627212,Smith,727,Germany,Male,59,5,152581.06,1,1,0,71830.1,1,1,4,PLATINUM,599
7319,15648005,Russell,632,Spain,Female,32,1,0,2,1,0,19525.65,0,0,1,GOLD,523
7320,15681446,Sun,474,Germany,Female,37,5,142688.57,2,1,1,110953.33,0,0,4,DIAMOND,822
7321,15775888,McDonald,850,Germany,Female,31,1,130089.56,2,1,1,4466.21,0,0,3,GOLD,729
7322,15749019,Wong,584,France,Male,36,9,0,1,1,1,105818.51,0,0,3,PLATINUM,951
7323,15709928,Niu,713,France,Female,32,1,117094.02,1,0,0,149558.83,1,1,3,PLATINUM,829
7324,15784676,Fanucci,742,Spain,Male,24,8,0,2,1,0,4070.28,0,0,4,DIAMOND,255
7325,15748116,Zetticci,607,France,Female,39,10,0,3,1,0,132741.13,1,1,5,SILVER,480
7326,15612193,Hsia,761,Spain,Female,34,2,0,2,1,0,61251.25,0,0,3,SILVER,741
7327,15762984,McIntosh,600,France,Male,49,7,90218.9,1,1,0,91347.76,0,0,4,DIAMOND,367
7328,15613713,Kozlova,650,Spain,Male,42,4,194532.66,1,1,0,171045.31,1,1,3,PLATINUM,824
7329,15664204,Meany,850,Germany,Male,56,1,169743.83,1,0,0,155850.4,1,1,1,DIAMOND,757
7330,15639415,Thompson,501,France,Female,34,5,0,1,1,0,27380.99,0,0,4,PLATINUM,501
7331,15806332,Le Gallienne,418,France,Male,34,8,155973.88,1,1,0,154208.96,0,0,4,GOLD,777
7332,15614929,Cheng,797,Spain,Male,59,4,129321.44,1,1,1,93624.55,0,0,3,GOLD,245
7333,15695492,P'eng,788,Germany,Female,42,6,138650.49,2,1,0,64746.07,0,0,4,GOLD,372
7334,15635972,Lloyd,699,Spain,Male,43,2,136487.86,2,1,0,82815.93,0,0,4,PLATINUM,237
7335,15616380,Wheeler,616,France,Male,18,6,0,2,1,1,27308.58,0,0,3,PLATINUM,466
7336,15581440,Christie,651,France,Female,41,4,38617.2,1,1,1,104876.8,0,0,1,SILVER,771
7337,15654390,He,654,France,Female,28,7,0,2,1,0,151316.37,0,0,2,PLATINUM,660
7338,15660688,King,676,France,Female,34,8,82909.14,1,1,0,91817.38,1,1,1,GOLD,502
7339,15806307,Favors,708,Germany,Female,54,8,145151.4,1,0,1,125311.17,1,1,4,PLATINUM,863
7340,15647975,Vida,499,Spain,Female,42,0,147187.84,1,1,1,14868.94,1,1,5,SILVER,662
7341,15595728,Thomas,689,France,Male,39,4,0,2,1,0,196112.45,0,0,2,GOLD,969
7342,15735388,Wayn,850,Spain,Male,54,7,108185.81,2,0,0,24093.4,1,1,3,PLATINUM,431
7343,15788535,Tan,502,France,Male,30,4,0,2,1,1,66263.87,0,0,4,DIAMOND,396
7344,15765902,Gibson,643,France,Male,34,7,0,2,0,1,100304.13,0,0,5,DIAMOND,520
7345,15642345,Y?,762,France,Male,28,2,0,2,1,0,167909.52,0,0,2,DIAMOND,989
7346,15641250,Calabresi,719,France,Male,49,5,105918.1,1,1,1,16246.59,0,0,1,DIAMOND,221
7347,15706163,Enyinnaya,789,France,Male,27,6,0,2,1,0,103603.65,0,0,5,GOLD,859
7348,15746708,Ritchie,553,Spain,Male,42,7,0,2,1,0,7680.23,0,0,3,SILVER,869
7349,15775203,Chia,448,Spain,Male,25,2,0,2,0,0,95215.73,0,0,2,PLATINUM,843
7350,15787907,Wang,632,Germany,Male,42,6,59972.26,2,0,1,148172.94,0,0,1,SILVER,491
7351,15646764,Lorenzo,669,Spain,Male,25,7,157228.61,2,1,0,124382.9,0,0,1,GOLD,632
7352,15678284,Pai,654,Spain,Male,34,5,0,2,1,0,159311.46,0,0,3,PLATINUM,527
7353,15726791,Nuttall,726,France,Female,38,4,0,2,0,0,6787.48,0,0,5,DIAMOND,523
7354,15813144,Osborne,596,France,Male,21,4,210433.08,2,0,1,197297.77,1,1,5,DIAMOND,896
7355,15669342,Ferri,733,Germany,Female,30,1,102452.71,1,1,0,21556.95,0,0,5,PLATINUM,950
7356,15710366,Hamilton,529,Spain,Female,35,5,0,2,1,0,56518,0,0,4,DIAMOND,284
7357,15614934,McEwan,493,France,Female,37,8,142987.46,2,1,0,158840.99,0,0,4,DIAMOND,660
7358,15588701,Lai,615,Spain,Female,29,7,143330.56,2,1,1,126396.01,0,0,1,DIAMOND,229
7359,15665438,Hs?,600,France,Female,49,6,0,1,0,1,148087.88,1,1,3,PLATINUM,269
7360,15644896,Thompson,666,France,Male,36,4,120165.4,2,1,0,33701.5,0,0,4,GOLD,617
7361,15670205,Boyd,644,Spain,Male,54,6,0,1,0,1,84622.37,0,0,5,GOLD,313
7362,15635776,Trevisani,692,France,Female,36,4,0,1,1,0,185580.89,1,1,1,PLATINUM,283
7363,15791053,Lucciano,707,France,Male,73,6,66573.17,1,1,1,62768.8,0,0,3,GOLD,884
7364,15644005,Holman,603,France,Male,40,4,102833.46,2,1,1,38829.11,0,0,3,GOLD,448
7365,15796343,Bazhenov,671,France,Female,34,5,164757.56,1,1,0,110748.88,0,0,2,GOLD,965
7366,15751057,Douglas,568,Spain,Female,36,10,153610.61,1,1,1,54083.8,1,1,2,SILVER,244
7367,15623430,Hill,598,Spain,Female,35,8,0,3,0,1,88658.73,0,0,4,DIAMOND,235
7368,15682600,Lo,606,Spain,Male,42,10,0,2,1,0,177938.52,0,0,2,PLATINUM,230
7369,15769312,Forbes,850,Germany,Female,36,3,169025.83,1,1,0,174235.06,0,0,4,GOLD,492
7370,15708212,Lin,644,Spain,Female,26,4,153455.72,2,1,1,82696.84,0,0,5,PLATINUM,944
7371,15650258,Sinclair,655,France,Male,37,4,0,2,1,1,142415.97,0,0,3,PLATINUM,774
7372,15604345,Kemp,850,France,Male,30,10,153972.89,2,1,0,62811.03,0,0,1,DIAMOND,945
7373,15578297,Ebelegbulam,683,Spain,Male,34,9,114609.55,2,0,1,25339.29,0,0,5,DIAMOND,739
7374,15671789,Woods,663,Germany,Male,37,7,143625.83,2,0,1,176487.05,0,0,3,SILVER,342
7375,15726186,Genovese,682,Germany,Female,38,1,116520.28,1,1,1,49833.5,1,1,1,GOLD,463
7376,15764618,Tseng,639,France,Male,77,6,80926.02,2,1,1,55829.25,0,0,5,GOLD,291
7377,15730738,Chiang,704,France,Male,23,6,166594.78,1,1,1,155823.2,0,0,4,GOLD,881
7378,15637650,Williams,691,France,Female,40,0,115465.98,1,1,1,60622.61,0,0,4,PLATINUM,823
7379,15606267,Wilson,599,France,Male,34,8,0,2,1,1,174196.68,0,0,4,GOLD,524
7380,15625904,Wang,573,France,Female,36,1,0,1,1,1,56905.38,0,0,1,SILVER,417
7381,15654463,Moore,589,Germany,Female,41,7,92618.62,1,1,1,101178.85,0,0,5,SILVER,235
7382,15774151,Iadanza,620,Germany,Female,25,8,141825.88,1,1,1,73857.94,1,1,1,GOLD,911
7383,15693259,Wallace,647,Spain,Male,28,6,149594.02,2,1,0,102325.19,0,0,5,SILVER,607
7384,15642468,Clark,737,Spain,Female,39,7,130051.66,2,0,0,55356.39,1,1,2,SILVER,722
7385,15758531,Y?,634,France,Female,41,7,0,2,1,1,131284.93,0,0,4,SILVER,894
7386,15728352,Yermakov,660,France,Male,38,4,0,2,0,0,88080.43,0,0,3,GOLD,490
7387,15637240,Wei,666,Germany,Female,37,2,158468.76,1,0,1,93266.01,0,0,3,DIAMOND,630
7388,15595588,Chukwunonso,696,France,Male,44,8,161889.79,1,0,0,75562.47,0,0,4,GOLD,786
7389,15778395,McIntyre,836,France,Female,29,9,133681.78,1,1,1,153747.73,0,0,1,PLATINUM,954
7390,15711825,Ts'ai,667,Spain,Female,34,5,0,2,1,0,163830.64,0,0,5,DIAMOND,627
7391,15599251,Chung,596,Spain,Male,20,3,187294.46,1,1,0,103456.47,0,0,4,DIAMOND,719
7392,15570004,Tsou,430,France,Male,31,5,0,1,1,0,95655.16,0,0,1,GOLD,533
7393,15656912,Aitken,596,Spain,Male,67,6,0,2,1,1,138350.74,0,0,3,PLATINUM,727
7394,15657342,Dawson,599,France,Male,28,7,119706.22,1,0,0,31190.42,0,0,1,PLATINUM,268
7395,15716284,Ward,519,France,Female,22,8,0,1,0,1,167553.06,0,0,1,DIAMOND,941
7396,15672374,Pai,721,Germany,Female,45,7,138523.2,1,0,0,59604.45,1,1,1,PLATINUM,314
7397,15732476,Ifeanyichukwu,603,Spain,Female,56,5,90778.76,2,1,0,162223.67,1,1,4,PLATINUM,975
7398,15747724,Briggs,572,Germany,Male,47,4,99353.42,1,1,0,196549.85,1,1,5,SILVER,276
7399,15633877,Morrison,453,Germany,Female,40,1,111524.49,1,1,1,120373.84,1,1,4,PLATINUM,867
7400,15672516,Wall,668,France,Female,37,7,128645.67,1,1,0,92149.64,0,0,3,PLATINUM,753
7401,15607827,Nebechukwu,762,Germany,Male,35,1,117458.51,1,0,1,178361.48,1,1,4,DIAMOND,222
7402,15751336,Yao,633,France,Female,39,9,129189.15,2,0,0,170998.83,0,0,1,GOLD,757
7403,15646539,Liao,647,Spain,Male,33,7,121260.19,2,1,0,77216.48,0,0,1,PLATINUM,335
7404,15756901,Ch'ang,796,Spain,Male,56,6,94231.13,1,0,0,121164.6,1,1,2,GOLD,667
7405,15809286,Burke,733,France,Male,39,1,0,2,1,1,141841.31,0,0,5,SILVER,367
7406,15759021,Kay,556,France,Male,34,8,163757.06,1,1,1,104000.06,0,0,3,PLATINUM,719
7407,15725039,McIntyre,489,Spain,Male,58,4,0,2,1,1,191419.32,0,0,4,SILVER,486
7408,15579130,Chidiegwu,639,France,Male,22,4,0,2,1,0,28188.96,0,0,2,GOLD,416
7409,15754112,Musgrove,715,France,Male,35,2,141005.47,1,1,1,60407.93,0,0,1,SILVER,674
7410,15735522,Boulger,807,Germany,Female,42,9,105356.09,2,1,1,130489.37,0,0,5,SILVER,703
7411,15613326,Gow,714,Spain,Male,34,5,0,2,1,0,193040.32,0,0,3,SILVER,446
7412,15739502,Amaechi,626,Germany,Female,23,6,85897.95,1,1,0,109742.8,0,0,2,SILVER,906
7413,15670914,Robe,697,France,Male,36,7,0,2,1,1,74760.32,0,0,2,DIAMOND,471
7414,15604073,Bibi,850,Germany,Female,31,4,164672.66,1,0,1,61936.1,0,0,1,PLATINUM,519
7415,15806027,Niu,737,Germany,Female,45,2,99169.67,2,1,1,78650.95,0,0,5,GOLD,875
7416,15574886,Palerma,812,France,Male,29,6,0,2,0,0,168023.6,0,0,1,DIAMOND,705
7417,15707120,Cocci,583,France,Male,36,8,0,2,0,1,5571.59,0,0,4,PLATINUM,623
7418,15800845,Artemieva,730,Germany,Female,37,5,124053.03,1,1,0,118591.67,0,0,4,DIAMOND,593
